TAG,Inicio,Target_4H,Duracao_Ciclo_Minutos,Hora_Inicio,Dia_Semana,Sintomas_Ultimas_24H,Sintomas_Ultimas_4H,Sintomas_Ultimas_2H,Razao_Agravamento_4H,Aceleracao_Aguda_2H
CA65792,2025-02-15 12:56:19,0,3.6833334,12,5,0.0,0.0,0.0,0.0,0.0
PE3796,2025-01-16 07:00:00,0,60.0,7,3,0.0,0.0,0.0,0.0,0.0
PE3797,2025-03-17 17:31:03,0,28.95,17,0,0.0,0.0,0.0,0.0,0.0
CA5927,2025-01-23 01:00:00,0,10.2,1,3,0.0,0.0,0.0,0.0,0.0
PE3799,2025-02-06 10:00:00,0,17.133333,10,3,0.0,0.0,0.0,0.0,0.0
CA65918,2025-05-07 06:00:00,0,60.0,6,2,0.0,0.0,0.0,0.0,0.0
PE3797,2025-01-24 00:00:00,0,60.0,0,4,0.0,0.0,0.0,0.0,0.0
CA65915,2025-06-11 11:00:00,0,60.0,11,2,1189.0,188.0,88.0,0.15811606,0.4680851
CA65902,2025-03-05 19:46:26,0,4.8333335,19,2,0.0,0.0,0.0,0.0,0.0
CA65929,2025-03-17 17:46:06,0,4.516667,17,0,0.0,0.0,0.0,0.0,0.0
CA65929,2025-05-14 23:00:00,0,60.0,23,2,850.0,133.0,63.0,0.15647058,0.47368422
CA5927,2025-06-18 12:00:00,0,27.233334,12,2,398.0,65.0,39.0,0.16331658,0.6
CA65901,2025-01-06 18:00:00,0,60.0,18,0,0.0,0.0,0.0,0.0,0.0
CA65932,2025-06-15 13:43:56,0,9.85,13,6,3567.0,48.0,48.0,0.013456686,1.0
CA65928,2025-01-04 09:00:00,0,44.0,9,5,0.0,0.0,0.0,0.0,0.0
PE3797,2025-05-16 14:00:00,0,60.0,14,4,56544.0,12618.0,7023.0,0.22315365,0.55658585
CA65917,2025-05-03 06:00:00,0,60.0,6,5,0.0,0.0,0.0,0.0,0.0
CA65933,2025-01-08 01:00:00,0,60.0,1,2,0.0,0.0,0.0,0.0,0.0
CA65918,2025-02-10 17:00:00,0,60.0,17,0,0.0,0.0,0.0,0.0,0.0
CA65932,2025-04-23 11:31:03,0,28.95,11,2,3755.0,214.0,24.0,0.05699068,0.11214953
CA65936,2025-03-02 08:30:11,0,8.633333,8,6,0.0,0.0,0.0,0.0,0.0
CA65931,2025-02-14 11:00:00,0,60.0,11,4,0.0,0.0,0.0,0.0,0.0
CA65937,2025-03-20 03:46:09,0,13.85,3,3,0.0,0.0,0.0,0.0,0.0
CA65792,2025-03-19 13:12:18,0,35.083332,13,2,0.0,0.0,0.0,0.0,0.0
CA65936,2025-05-07 14:00:41,0,6.2,14,2,1501.0,262.0,121.0,0.1745503,0.46183205
CA5926,2025-05-19 19:00:00,0,60.0,19,0,788.0,123.0,58.0,0.15609138,0.4715447
CA65922,2025-01-27 04:00:00,0,38.85,4,0,0.0,0.0,0.0,0.0,0.0
PE3798,2025-01-29 11:53:30,0,6.5,11,2,0.0,0.0,0.0,0.0,0.0
CA65928,2025-04-24 01:13:52,0,2.9,1,3,2486.0,213.0,105.0,0.08567981,0.49295774
CA5926,2025-03-21 00:58:55,0,1.0833334,0,4,0.0,0.0,0.0,0.0,0.0
CA65923,2025-03-31 09:00:00,0,59.25,9,0,0.0,0.0,0.0,0.0,0.0
PE3796,2025-04-08 09:00:00,0,36.166668,9,1,10085.0,3303.0,1368.0,0.3275161,0.41416892
PE3795,2025-04-13 17:00:00,0,38.883335,17,6,67464.0,13523.0,7086.0,0.20044765,0.5239962
PE3784,2025-03-12 08:00:00,0,60.0,8,2,0.0,0.0,0.0,0.0,0.0
CA65930,2025-01-05 13:00:00,0,1.9166666,13,6,0.0,0.0,0.0,0.0,0.0
CA65924,2025-04-20 04:00:00,0,60.0,4,6,1341.0,226.0,88.0,0.16853094,0.38938054
CA65924,2025-06-14 17:39:27,0,11.016666,17,5,953.0,43.0,29.0,0.04512067,0.6744186
CA65908,2025-04-19 19:00:00,0,60.0,19,5,127.0,52.0,52.0,0.40944883,1.0
CA65936,2025-06-15 10:25:10,0,11.65,10,6,1501.0,262.0,121.0,0.1745503,0.46183205
PE3797,2025-02-20 07:08:09,0,5.2833333,7,3,0.0,0.0,0.0,0.0,0.0
CA65915,2025-05-03 08:00:00,0,0.21666667,8,5,1189.0,188.0,88.0,0.15811606,0.4680851
CA65926,2025-03-19 15:30:12,0,0.85,15,2,0.0,0.0,0.0,0.0,0.0
CA65933,2025-01-29 12:00:00,0,19.966667,12,2,0.0,0.0,0.0,0.0,0.0
PE3796,2025-02-22 12:00:00,0,45.066666,12,5,0.0,0.0,0.0,0.0,0.0
PE3785,2025-04-28 17:00:00,0,60.0,17,0,0.0,0.0,0.0,0.0,0.0
CA65921,2025-06-15 22:01:49,0,58.183334,22,6,945.0,157.0,76.0,0.16613756,0.48407644
CA65936,2025-05-23 02:00:00,0,60.0,2,4,1501.0,262.0,121.0,0.1745503,0.46183205
CA65915,2025-03-24 14:24:04,0,15.166667,14,0,0.0,0.0,0.0,0.0,0.0
PE3783,2025-03-14 00:00:00,0,60.0,0,4,0.0,0.0,0.0,0.0,0.0
CA65937,2025-01-09 17:54:43,0,5.2833333,17,3,0.0,0.0,0.0,0.0,0.0
CA65935,2025-02-26 00:41:15,0,18.75,0,2,0.0,0.0,0.0,0.0,0.0
CA65901,2025-06-20 09:00:00,0,60.0,9,4,0.0,0.0,0.0,0.0,0.0
CA65921,2025-05-11 08:34:37,0,16.716667,8,6,945.0,157.0,76.0,0.16613756,0.48407644
CA65915,2025-03-25 14:00:00,0,2.85,14,1,0.0,0.0,0.0,0.0,0.0
CA5926,2025-06-06 02:00:00,0,60.0,2,4,788.0,123.0,58.0,0.15609138,0.4715447
CA65924,2025-06-28 15:01:28,0,1.1666666,15,5,953.0,43.0,29.0,0.04512067,0.6744186
CA65790,2025-05-08 14:30:24,0,1.15,14,3,1212.0,220.0,114.0,0.18151815,0.5181818
PE3783,2025-01-16 11:00:00,0,60.0,11,3,0.0,0.0,0.0,0.0,0.0
CA65928,2025-05-16 05:00:53,0,4.55,5,4,1511.0,258.0,148.0,0.17074785,0.5736434
CA65915,2025-05-21 16:00:00,0,60.0,16,2,1189.0,188.0,88.0,0.15811606,0.4680851
CA65917,2025-05-06 16:00:00,0,60.0,16,1,0.0,0.0,0.0,0.0,0.0
CA5927,2025-06-17 15:06:06,0,53.9,15,1,398.0,65.0,39.0,0.16331658,0.6
CA65793,2025-03-21 02:00:00,0,60.0,2,4,0.0,0.0,0.0,0.0,0.0
CA65925,2025-06-30 10:24:47,0,7.883333,10,0,2120.0,405.0,184.0,0.19103773,0.454321
CA65916,2025-01-10 04:00:00,0,60.0,4,4,0.0,0.0,0.0,0.0,0.0
CA65790,2025-03-07 21:36:57,0,23.05,21,4,0.0,0.0,0.0,0.0,0.0
PE3784,2025-03-24 20:00:00,0,60.0,20,0,0.0,0.0,0.0,0.0,0.0
CA65935,2025-06-11 02:00:00,0,60.0,2,2,912.0,156.0,82.0,0.17105263,0.525641
CA65928,2025-02-19 14:31:34,0,28.433332,14,2,0.0,0.0,0.0,0.0,0.0
CA65908,2025-03-18 19:00:00,0,51.55,19,1,0.0,0.0,0.0,0.0,0.0
CA5927,2025-04-23 06:26:52,0,8.5,6,2,285.0,43.0,13.0,0.1508772,0.30232558
PE3797,2025-03-27 05:00:00,0,60.0,5,3,0.0,0.0,0.0,0.0,0.0
PE3798,2025-04-25 19:56:44,0,3.2666667,19,4,25801.0,6835.0,3143.0,0.26491222,0.45983908
PE3783,2025-01-18 23:00:00,0,60.0,23,5,0.0,0.0,0.0,0.0,0.0
CA65929,2025-02-11 02:00:00,0,56.05,2,1,0.0,0.0,0.0,0.0,0.0
CA65924,2025-04-07 15:00:00,0,60.0,15,0,53.0,15.0,15.0,0.28301886,1.0
CA65915,2025-05-03 11:03:50,0,3.25,11,5,1189.0,188.0,88.0,0.15811606,0.4680851
CA0000,2025-05-15 22:00:00,0,60.0,22,3,0.0,0.0,0.0,0.0,0.0
PE3795,2025-01-21 01:00:00,0,60.0,1,1,0.0,0.0,0.0,0.0,0.0
CA65932,2025-03-12 12:00:00,0,1.5833334,12,2,0.0,0.0,0.0,0.0,0.0
CA65790,2025-04-17 20:00:00,0,48.6,20,3,463.0,87.0,36.0,0.18790497,0.41379312
CA65789,2025-01-28 22:14:16,0,13.466666,22,1,0.0,0.0,0.0,0.0,0.0
CA65793,2025-05-20 13:00:00,0,4.4666667,13,1,560.0,91.0,41.0,0.1625,0.45054945
CA65927,2025-04-01 04:00:00,0,51.55,4,1,74.0,74.0,41.0,1.0,0.5540541
CA65927,2025-04-09 22:00:00,0,4.6,22,2,395.0,75.0,54.0,0.18987341,0.72
CA65928,2025-06-12 22:00:00,0,52.5,22,3,1511.0,258.0,148.0,0.17074785,0.5736434
CA65909,2025-01-23 00:00:00,0,60.0,0,3,0.0,0.0,0.0,0.0,0.0
CA65926,2025-03-28 02:00:00,0,60.0,2,4,0.0,0.0,0.0,0.0,0.0
CA5927,2025-04-22 18:05:19,0,20.5,18,1,286.0,56.0,30.0,0.1958042,0.53571427
CA65917,2025-03-14 23:00:00,0,60.0,23,4,0.0,0.0,0.0,0.0,0.0
PE3798,2025-01-22 00:00:00,0,8.7,0,2,0.0,0.0,0.0,0.0,0.0
CA65792,2025-05-19 00:00:00,0,60.0,0,0,300.0,86.0,37.0,0.28666666,0.43023255
CA65919,2025-01-10 22:00:00,0,60.0,22,4,0.0,0.0,0.0,0.0,0.0
CA65936,2025-01-09 07:08:16,0,1.4166666,7,3,0.0,0.0,0.0,0.0,0.0
CA65901,2025-01-30 14:00:00,0,60.0,14,3,0.0,0.0,0.0,0.0,0.0
PE3795,2025-04-26 14:36:32,0,23.466667,14,5,62735.0,10779.0,8045.0,0.17181796,0.74635863
CA65909,2025-03-07 05:44:56,0,15.066667,5,4,0.0,0.0,0.0,0.0,0.0
CA65792,2025-06-08 10:00:47,0,49.466667,10,6,300.0,86.0,37.0,0.28666666,0.43023255
CA65923,2025-06-14 09:00:00,0,60.0,9,5,135.0,48.0,24.0,0.35555556,0.5
CA65927,2025-02-21 00:00:00,0,60.0,0,4,0.0,0.0,0.0,0.0,0.0
CA65921,2025-04-22 03:31:25,0,28.583334,3,1,790.0,235.0,107.0,0.29746836,0.45531914
CA65909,2025-05-18 06:18:06,0,40.966667,6,6,647.0,97.0,40.0,0.14992271,0.41237113
CA65792,2025-06-30 01:22:38,0,0.98333335,1,0,300.0,86.0,37.0,0.28666666,0.43023255
CA65924,2025-04-20 05:00:00,0,60.0,5,6,1341.0,226.0,88.0,0.16853094,0.38938054
CA65922,2025-03-11 08:15:58,0,44.033333,8,1,0.0,0.0,0.0,0.0,0.0
CA65909,2025-03-26 08:00:00,0,5.9333334,8,2,0.0,0.0,0.0,0.0,0.0
PE3799,2025-03-17 20:00:00,0,60.0,20,0,0.0,0.0,0.0,0.0,0.0
PE3797,2025-03-18 00:00:00,0,4.0,0,1,0.0,0.0,0.0,0.0,0.0
CA65915,2025-04-25 21:29:44,0,0.35,21,4,1105.0,189.0,87.0,0.17104073,0.46031746
CA65792,2025-04-06 23:00:00,0,7.2166667,23,6,659.0,104.0,51.0,0.15781488,0.4903846
CA65922,2025-03-19 22:00:00,0,3.2166667,22,2,0.0,0.0,0.0,0.0,0.0
CA65922,2025-02-03 08:58:35,0,1.4166666,8,0,0.0,0.0,0.0,0.0,0.0
PE3785,2025-05-26 04:00:00,0,60.0,4,0,0.0,0.0,0.0,0.0,0.0
PE3795,2025-01-20 08:00:00,0,60.0,8,0,0.0,0.0,0.0,0.0,0.0
PE3797,2025-06-25 05:00:00,0,48.183334,5,2,56544.0,12618.0,7023.0,0.22315365,0.55658585
CA65928,2025-01-07 18:00:00,0,6.616667,18,1,0.0,0.0,0.0,0.0,0.0
CA65901,2025-01-14 15:00:00,0,60.0,15,1,0.0,0.0,0.0,0.0,0.0
CA65932,2025-06-20 08:48:25,0,2.65,8,4,3567.0,48.0,48.0,0.013456686,1.0
CA65908,2025-02-26 01:00:00,0,60.0,1,2,0.0,0.0,0.0,0.0,0.0
CA65917,2025-06-25 10:00:00,0,60.0,10,2,0.0,0.0,0.0,0.0,0.0
CA65929,2025-04-14 12:00:00,0,44.283333,12,0,757.0,130.0,68.0,0.17173052,0.52307695
CA65926,2025-03-14 03:31:31,0,28.483334,3,4,0.0,0.0,0.0,0.0,0.0
PE3798,2025-03-05 09:00:00,0,60.0,9,2,0.0,0.0,0.0,0.0,0.0
CA65937,2025-02-13 05:56:50,0,3.1666667,5,3,0.0,0.0,0.0,0.0,0.0
PE3783,2025-04-05 13:00:00,0,60.0,13,5,0.0,0.0,0.0,0.0,0.0
CA65926,2025-02-23 03:00:00,0,60.0,3,6,0.0,0.0,0.0,0.0,0.0
CA65937,2025-06-07 19:00:00,0,60.0,19,5,526.0,81.0,41.0,0.1539924,0.50617284
CA65917,2025-03-26 23:00:00,0,60.0,23,2,0.0,0.0,0.0,0.0,0.0
CA65789,2025-03-20 04:11:09,0,0.31666666,4,3,0.0,0.0,0.0,0.0,0.0
CA5926,2025-01-15 13:00:00,0,60.0,13,2,0.0,0.0,0.0,0.0,0.0
PE3788,2025-06-17 09:00:00,0,60.0,9,1,0.0,0.0,0.0,0.0,0.0
CA65930,2025-05-09 02:09:02,0,9.333333,2,4,802.0,102.0,28.0,0.12718205,0.27450982
CA65933,2025-03-22 20:11:02,0,10.383333,20,5,0.0,0.0,0.0,0.0,0.0
CA65937,2025-04-09 23:40:09,0,8.05,23,2,395.0,60.0,35.0,0.15189873,0.5833333
CA65793,2025-06-28 04:48:01,0,0.11666667,4,5,560.0,91.0,41.0,0.1625,0.45054945
CA65925,2025-03-02 22:00:00,0,60.0,22,6,0.0,0.0,0.0,0.0,0.0
CA65909,2025-01-20 16:00:00,0,60.0,16,0,0.0,0.0,0.0,0.0,0.0
CA65927,2025-06-14 15:00:00,0,60.0,15,5,310.0,74.0,42.0,0.23870967,0.5675676
PE3797,2025-05-14 22:59:39,0,0.35,22,2,56544.0,12618.0,7023.0,0.22315365,0.55658585
PE3785,2025-02-11 06:00:00,0,60.0,6,1,0.0,0.0,0.0,0.0,0.0
CA65793,2025-05-08 17:20:38,0,39.366665,17,3,560.0,91.0,41.0,0.1625,0.45054945
CA65917,2025-04-15 12:00:00,0,60.0,12,1,0.0,0.0,0.0,0.0,0.0
CA65917,2025-02-18 08:00:00,0,60.0,8,1,0.0,0.0,0.0,0.0,0.0
CA65932,2025-06-05 08:00:00,0,60.0,8,3,3567.0,48.0,48.0,0.013456686,1.0
PE3797,2025-06-13 19:08:12,0,51.8,19,4,56544.0,12618.0,7023.0,0.22315365,0.55658585
CA65923,2025-03-25 18:00:00,0,14.783334,18,1,0.0,0.0,0.0,0.0,0.0
CA65915,2025-06-25 19:10:58,0,10.483334,19,2,1189.0,188.0,88.0,0.15811606,0.4680851
CA65932,2025-03-06 19:17:42,0,42.3,19,3,0.0,0.0,0.0,0.0,0.0
CA65919,2025-02-23 01:00:00,0,60.0,1,6,0.0,0.0,0.0,0.0,0.0
CA65917,2025-03-17 12:00:00,0,60.0,12,0,0.0,0.0,0.0,0.0,0.0
PE3797,2025-01-20 03:53:49,0,3.8,3,0,0.0,0.0,0.0,0.0,0.0
CA65927,2025-03-28 10:00:00,0,2.3333333,10,4,0.0,0.0,0.0,0.0,0.0
CA65789,2025-03-11 23:36:47,0,8.7,23,1,0.0,0.0,0.0,0.0,0.0
CA65927,2025-05-07 20:18:44,0,9.4,20,2,310.0,74.0,42.0,0.23870967,0.5675676
CA65934,2025-04-09 21:00:00,0,60.0,21,2,261.0,39.0,26.0,0.14942528,0.6666667
PE3796,2025-04-01 06:16:25,0,43.583332,6,1,2894.0,1401.0,616.0,0.48410505,0.43968594
CA65927,2025-05-24 19:46:58,0,7.6666665,19,5,310.0,74.0,42.0,0.23870967,0.5675676
CA65932,2025-04-11 22:00:00,0,2.3833334,22,4,4552.0,1499.0,556.0,0.3293058,0.37091395
PE3785,2025-04-14 11:00:00,0,60.0,11,0,0.0,0.0,0.0,0.0,0.0
CA65928,2025-03-02 21:00:00,0,60.0,21,6,0.0,0.0,0.0,0.0,0.0
CA65926,2025-03-22 04:00:00,0,60.0,4,5,0.0,0.0,0.0,0.0,0.0
CA65930,2025-03-17 17:49:17,0,5.8333335,17,0,0.0,0.0,0.0,0.0,0.0
CA5927,2025-05-26 19:48:48,0,11.2,19,0,398.0,65.0,39.0,0.16331658,0.6
CA65932,2025-04-20 01:40:49,0,3.6666667,1,6,6095.0,2043.0,796.0,0.33519277,0.3896231
CA65793,2025-05-05 08:54:19,0,5.35,8,0,560.0,91.0,41.0,0.1625,0.45054945
CA65928,2025-02-05 16:01:21,0,22.233334,16,2,0.0,0.0,0.0,0.0,0.0
CA65927,2025-06-23 20:00:00,0,60.0,20,0,310.0,74.0,42.0,0.23870967,0.5675676
CA65933,2025-06-02 14:55:34,0,4.35,14,0,247.0,88.0,43.0,0.3562753,0.48863637
CA65928,2025-01-18 16:00:00,0,60.0,16,5,0.0,0.0,0.0,0.0,0.0
CA65932,2025-03-12 05:47:44,0,12.266666,5,2,0.0,0.0,0.0,0.0,0.0
CA65933,2025-05-04 13:05:20,0,4.2833333,13,6,247.0,88.0,43.0,0.3562753,0.48863637
CA65922,2025-02-04 08:00:00,0,48.983334,8,1,0.0,0.0,0.0,0.0,0.0
PE3785,2025-06-03 09:00:00,0,60.0,9,1,0.0,0.0,0.0,0.0,0.0
CA65926,2025-06-11 11:52:27,0,5.45,11,2,668.0,132.0,66.0,0.19760479,0.5
CA5927,2025-03-11 01:38:37,0,14.483334,1,1,0.0,0.0,0.0,0.0,0.0
CA0000,2025-04-10 03:00:00,0,60.0,3,3,0.0,0.0,0.0,0.0,0.0
CA65789,2025-01-02 01:09:32,0,0.05,1,3,0.0,0.0,0.0,0.0,0.0
CA65793,2025-03-12 18:00:00,0,60.0,18,2,0.0,0.0,0.0,0.0,0.0
CA65922,2025-05-03 08:58:18,0,0.45,8,5,844.0,183.0,118.0,0.21682465,0.64480877
CA65928,2025-03-03 04:43:36,0,16.4,4,0,0.0,0.0,0.0,0.0,0.0
CA65789,2025-03-02 06:47:49,0,6.866667,6,6,0.0,0.0,0.0,0.0,0.0
CA65933,2025-01-21 06:28:14,0,2.15,6,1,0.0,0.0,0.0,0.0,0.0
CA65931,2025-05-15 05:15:26,0,0.11666667,5,3,2496.0,672.0,53.0,0.26923078,0.078869045
PE3783,2025-03-24 11:00:00,0,60.0,11,0,0.0,0.0,0.0,0.0,0.0
CA65915,2025-03-05 16:00:00,0,19.066668,16,2,0.0,0.0,0.0,0.0,0.0
CA65935,2025-05-27 01:55:38,0,4.366667,1,1,912.0,156.0,82.0,0.17105263,0.525641
PE3796,2025-03-13 23:54:36,0,5.4,23,3,0.0,0.0,0.0,0.0,0.0
CA65930,2025-06-23 03:09:29,0,3.6166666,3,0,802.0,102.0,28.0,0.12718205,0.27450982
CA65937,2025-06-01 20:18:13,0,2.9,20,6,526.0,81.0,41.0,0.1539924,0.50617284
CA65935,2025-06-06 14:00:00,0,5.15,14,4,912.0,156.0,82.0,0.17105263,0.525641
CA65928,2025-02-05 16:23:35,0,7.0833335,16,2,0.0,0.0,0.0,0.0,0.0
PE3796,2025-02-14 06:00:00,0,27.683332,6,4,0.0,0.0,0.0,0.0,0.0
CA5926,2025-03-21 18:33:24,0,5.85,18,4,0.0,0.0,0.0,0.0,0.0
CA65931,2025-02-17 07:10:47,0,20.766666,7,0,0.0,0.0,0.0,0.0,0.0
CA65929,2025-05-22 03:00:00,0,60.0,3,3,850.0,133.0,63.0,0.15647058,0.47368422
PE3785,2025-05-26 18:00:00,0,60.0,18,0,0.0,0.0,0.0,0.0,0.0
CA65902,2025-02-18 15:00:00,0,60.0,15,1,0.0,0.0,0.0,0.0,0.0
CA65915,2025-02-25 09:15:22,0,1.0,9,1,0.0,0.0,0.0,0.0,0.0
PE3796,2025-04-10 00:00:00,0,60.0,0,3,32457.0,4737.0,2021.0,0.14594695,0.42664135
CA65792,2025-01-13 19:00:00,0,60.0,19,0,0.0,0.0,0.0,0.0,0.0
PE3795,2025-03-03 09:00:00,0,60.0,9,0,0.0,0.0,0.0,0.0,0.0
PE3797,2025-02-12 12:24:42,0,16.55,12,2,0.0,0.0,0.0,0.0,0.0
PE3798,2025-04-03 02:34:43,0,8.45,2,3,39076.0,5012.0,3775.0,0.12826288,0.75319237
CA65933,2025-04-24 22:00:02,0,59.966667,22,3,532.0,99.0,57.0,0.18609023,0.57575756
CA65915,2025-01-24 04:00:00,0,13.85,4,4,0.0,0.0,0.0,0.0,0.0
PE3796,2025-01-25 13:00:00,0,60.0,13,5,0.0,0.0,0.0,0.0,0.0
PE3797,2025-04-18 22:00:00,0,10.216666,22,4,67864.0,14608.0,8072.0,0.21525404,0.5525739
CA65935,2025-02-10 08:44:30,0,7.7,8,0,0.0,0.0,0.0,0.0,0.0
CA65937,2025-03-23 05:00:00,0,60.0,5,6,0.0,0.0,0.0,0.0,0.0
CA65925,2025-01-06 08:00:00,0,60.0,8,0,0.0,0.0,0.0,0.0,0.0
CA5927,2025-06-06 11:00:00,0,60.0,11,4,398.0,65.0,39.0,0.16331658,0.6
CA65916,2025-04-25 13:00:00,0,60.0,13,4,0.0,0.0,0.0,0.0,0.0
CA65790,2025-05-02 03:00:00,0,60.0,3,4,1212.0,220.0,114.0,0.18151815,0.5181818
CA65793,2025-04-12 21:00:00,0,60.0,21,5,211.0,187.0,91.0,0.8862559,0.486631
PE3788,2025-02-14 21:00:00,0,60.0,21,4,0.0,0.0,0.0,0.0,0.0
CA65936,2025-06-01 21:00:00,0,60.0,21,6,1501.0,262.0,121.0,0.1745503,0.46183205
CA65925,2025-01-28 01:15:43,0,37.6,1,1,0.0,0.0,0.0,0.0,0.0
CA65789,2025-06-01 14:23:31,0,5.35,14,6,314.0,54.0,27.0,0.17197452,0.5
CA65936,2025-06-09 07:41:42,0,0.46666667,7,0,1501.0,262.0,121.0,0.1745503,0.46183205
CA65932,2025-05-23 19:06:38,0,36.75,19,4,3567.0,48.0,48.0,0.013456686,1.0
PE3783,2025-03-21 01:00:00,0,60.0,1,4,0.0,0.0,0.0,0.0,0.0
CA65934,2025-03-17 16:20:11,0,13.866667,16,0,0.0,0.0,0.0,0.0,0.0
CA65915,2025-02-27 22:59:56,0,0.06666667,22,3,0.0,0.0,0.0,0.0,0.0
CA65921,2025-06-11 10:46:28,0,13.533334,10,2,945.0,157.0,76.0,0.16613756,0.48407644
CA65933,2025-03-08 04:49:18,0,6.9,4,5,0.0,0.0,0.0,0.0,0.0
CA65937,2025-01-03 19:08:53,0,31.45,19,4,0.0,0.0,0.0,0.0,0.0
PE3795,2025-04-03 17:08:47,0,28.75,17,3,46422.0,9198.0,6505.0,0.19813882,0.70721895
CA65926,2025-02-11 16:00:00,0,55.416668,16,1,0.0,0.0,0.0,0.0,0.0
CA65930,2025-03-05 06:16:51,0,1.0666667,6,2,0.0,0.0,0.0,0.0,0.0
PE3799,2025-01-08 19:00:00,0,60.0,19,2,0.0,0.0,0.0,0.0,0.0
CA65927,2025-03-07 00:00:00,0,50.85,0,4,0.0,0.0,0.0,0.0,0.0
CA65921,2025-06-25 10:00:00,0,60.0,10,2,945.0,157.0,76.0,0.16613756,0.48407644
CA65789,2025-06-15 05:33:09,0,20.1,5,6,314.0,54.0,27.0,0.17197452,0.5
CA65935,2025-03-20 12:05:07,0,28.65,12,3,0.0,0.0,0.0,0.0,0.0
CA65937,2025-03-08 05:17:22,0,42.633335,5,5,0.0,0.0,0.0,0.0,0.0
CA65902,2025-01-25 04:00:00,0,43.333332,4,5,0.0,0.0,0.0,0.0,0.0
CA65935,2025-05-03 22:00:00,0,17.616667,22,5,912.0,156.0,82.0,0.17105263,0.525641
CA65933,2025-03-15 23:23:17,0,0.21666667,23,5,0.0,0.0,0.0,0.0,0.0
CA65901,2025-02-19 01:00:00,0,60.0,1,2,0.0,0.0,0.0,0.0,0.0
CA65927,2025-05-30 20:00:00,0,60.0,20,4,310.0,74.0,42.0,0.23870967,0.5675676
CA65925,2025-02-14 00:00:00,0,60.0,0,4,0.0,0.0,0.0,0.0,0.0
CA65923,2025-03-11 15:51:24,0,7.6833334,15,1,0.0,0.0,0.0,0.0,0.0
CA65901,2025-03-17 02:00:00,0,60.0,2,0,0.0,0.0,0.0,0.0,0.0
CA65908,2025-01-10 16:00:00,0,7.5833335,16,4,0.0,0.0,0.0,0.0,0.0
PE3797,2025-01-10 18:18:19,0,2.4,18,4,0.0,0.0,0.0,0.0,0.0
CA65921,2025-01-22 05:27:36,0,4.1833334,5,2,0.0,0.0,0.0,0.0,0.0
CA65909,2025-01-30 20:00:00,0,6.8,20,3,0.0,0.0,0.0,0.0,0.0
CA65790,2025-05-13 00:00:00,0,54.733334,0,1,1212.0,220.0,114.0,0.18151815,0.5181818
CA65925,2025-06-02 00:00:00,0,60.0,0,0,2120.0,405.0,184.0,0.19103773,0.454321
CA65927,2025-04-12 14:00:00,0,60.0,14,5,27.0,7.0,7.0,0.25925925,1.0
PE3785,2025-01-23 03:00:00,0,60.0,3,3,0.0,0.0,0.0,0.0,0.0
CA65936,2025-06-20 21:53:46,0,6.233333,21,4,1501.0,262.0,121.0,0.1745503,0.46183205
CA65928,2025-05-09 06:37:42,0,22.3,6,4,1511.0,258.0,148.0,0.17074785,0.5736434
CA65930,2025-02-15 14:44:42,0,4.1,14,5,0.0,0.0,0.0,0.0,0.0
CA65924,2025-04-26 12:00:00,0,60.0,12,5,953.0,43.0,29.0,0.04512067,0.6744186
PE3797,2025-06-13 19:05:48,0,2.4,19,4,56544.0,12618.0,7023.0,0.22315365,0.55658585
CA65934,2025-03-26 12:41:33,0,18.45,12,2,0.0,0.0,0.0,0.0,0.0
CA65927,2025-03-09 02:00:00,0,60.0,2,6,0.0,0.0,0.0,0.0,0.0
CA65935,2025-02-18 03:57:36,0,2.4,3,1,0.0,0.0,0.0,0.0,0.0
CA65926,2025-03-28 12:00:00,0,60.0,12,4,0.0,0.0,0.0,0.0,0.0
PE3797,2025-01-05 02:00:00,0,60.0,2,6,0.0,0.0,0.0,0.0,0.0
CA65917,2025-06-24 00:00:00,0,60.0,0,1,0.0,0.0,0.0,0.0,0.0
CA65924,2025-06-22 14:00:00,0,60.0,14,6,953.0,43.0,29.0,0.04512067,0.6744186
PE3798,2025-06-09 12:22:43,0,37.283333,12,0,9543.0,150.0,67.0,0.015718328,0.44666666
PE3785,2025-04-07 21:00:00,0,60.0,21,0,0.0,0.0,0.0,0.0,0.0
CA65921,2025-02-08 00:18:03,0,11.533334,0,5,0.0,0.0,0.0,0.0,0.0
CA65790,2025-01-28 23:00:00,0,60.0,23,1,0.0,0.0,0.0,0.0,0.0
CA65920,2025-01-08 20:00:00,0,60.0,20,2,0.0,0.0,0.0,0.0,0.0
CA65922,2025-04-30 06:00:00,0,60.0,6,2,550.0,123.0,71.0,0.22363636,0.57723576
CA5927,2025-01-03 04:00:00,0,60.0,4,4,0.0,0.0,0.0,0.0,0.0
CA5927,2025-02-18 13:32:36,0,0.71666664,13,1,0.0,0.0,0.0,0.0,0.0
PE3782,2025-01-22 00:00:00,0,60.0,0,2,0.0,0.0,0.0,0.0,0.0
CA65915,2025-05-04 17:00:00,0,47.55,17,6,1189.0,188.0,88.0,0.15811606,0.4680851
CA65936,2025-01-17 22:00:00,0,8.516666,22,4,0.0,0.0,0.0,0.0,0.0
CA65789,2025-01-10 10:00:00,0,60.0,10,4,0.0,0.0,0.0,0.0,0.0
PE3796,2025-03-12 09:00:00,0,60.0,9,2,0.0,0.0,0.0,0.0,0.0
